body_type,sex,diet,how_often_shower,heating_energy_source,transport,vehicle_type,social_activity,monthly_grocery_bill,frequency_of_traveling_by_air,vehicle_monthly_distance_km,waste_bag_size,waste_bag_weekly_count,how_long_tv_pc_daily_hour,how_many_new_clothes_monthly,how_long_internet_daily_hour,energy_efficiency,recycling,cooking_with,co2,type,country,year,coal_co2,oil_co2,gas_co2,cement_co2,flaring_co2,other_industry_co2
1,1,1,2,3,2,5,2,210.0,2,852.0,1,1.0,16.0,32.0,10.0,1,11,12,1288.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,4,2,3,2,5,1,270.0,3,1673.0,3,6.0,16.0,50.0,14.0,3,4,7,2317.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,3,1,2,5,2,152.0,4,1564.0,2,7.0,9.0,17.0,15.0,3,6,0,2730.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,3,4,3,5,2,247.0,3,74.0,4,7.0,3.0,17.0,22.0,3,2,16,1371.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,3,1,6,3,145.0,3,2885.0,4,4.0,3.0,33.0,21.0,2,9,9,2349.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,4,3,1,6,1,260.0,3,8130.0,2,7.0,7.0,27.0,0.0,2,13,14,4536.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,4,4,2,5,2,283.0,4,228.0,1,3.0,2.0,40.0,17.0,1,6,12,2987.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,3,4,2,5,3,277.0,2,1162.0,3,4.0,1.0,20.0,7.0,2,11,11,1039.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,2,4,2,5,1,203.0,2,71.0,3,2.0,10.0,24.0,12.0,1,8,11,1036.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,4,3,1,1,1,213.0,1,6337.0,1,4.0,13.0,1.0,0.0,2,0,3,3620.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,3,3,2,5,1,135.0,3,1649.0,4,4.0,8.0,21.0,2.0,2,12,13,1009.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,1,3,1,1,2,96.0,4,6159.0,4,2.0,6.0,5.0,19.0,3,6,5,2895.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,3,4,1,3,3,233.0,1,4060.0,1,7.0,13.0,46.0,7.0,1,3,11,3429.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,1,3,3,5,3,262.0,3,68.0,3,7.0,11.0,13.0,9.0,3,7,2,1334.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,2,2,4,3,5,1,176.0,4,5.0,2,7.0,13.0,34.0,16.0,1,2,2,3697.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,4,3,2,5,2,176.0,3,702.0,4,4.0,7.0,31.0,18.0,2,10,11,1494.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,2,1,3,5,3,147.0,4,2.0,1,4.0,1.0,14.0,17.0,1,13,13,2779.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,2,1,3,5,2,83.0,3,42.0,4,1.0,7.0,0.0,1.0,1,6,11,993.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,2,1,2,5,1,205.0,2,274.0,1,5.0,20.0,32.0,0.0,2,16,8,1944.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,2,1,2,5,2,125.0,1,590.0,4,3.0,1.0,3.0,1.0,1,13,9,1474.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,4,3,1,1,2,145.0,1,84.0,4,1.0,1.0,5.0,22.0,3,0,11,1880.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,2,1,1,1,2,236.0,1,6908.0,2,3.0,15.0,8.0,17.0,3,0,2,3535.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,1,4,3,5,2,101.0,3,52.0,3,7.0,17.0,45.0,17.0,2,8,12,1644.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,4,3,3,1,4,1,77.0,1,121.0,1,2.0,2.0,0.0,3.0,2,4,4,1268.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,2,3,3,5,1,241.0,3,30.0,4,7.0,19.0,14.0,19.0,2,11,0,1529.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3,4,2,2,5,1,124.0,3,1336.0,1,4.0,10.0,34.0,20.0,3,2,16,2076.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,2,2,3,5,2,82.0,2,89.0,2,4.0,5.0,49.0,10.0,2,2,0,1850.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,2,3,2,5,1,262.0,2,1412.0,4,6.0,10.0,7.0,19.0,2,12,0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,4,4,2,3,5,1,254.0,2,4.0,4,3.0,6.0,34.0,13.0,2,0,3,1485.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,3,1,2,5,3,76.0,3,1924.0,3,1.0,14.0,19.0,2.0,1,5,12,1139.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,1,3,1,2,2,234.0,2,8659.0,2,1.0,8.0,10.0,11.0,3,11,6,926.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,1,1,3,5,3,93.0,3,82.0,4,1.0,17.0,8.0,23.0,3,7,8,1037.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,2,2,3,5,2,76.0,4,31.0,4,4.0,1.0,0.0,0.0,1,7,16,1467.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,3,3,1,2,1,67.0,3,5230.0,3,3.0,5.0,6.0,0.0,2,6,12,914.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,4,2,2,5,1,101.0,1,450.0,1,4.0,22.0,35.0,20.0,1,15,3,1741.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,3,1,2,5,3,73.0,4,441.0,4,2.0,19.0,46.0,13.0,3,13,6,2742.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,4,4,4,1,4,1,280.0,3,6160.0,2,2.0,1.0,8.0,19.0,1,12,5,2988.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,3,4,1,3,5,2,85.0,1,35.0,3,4.0,20.0,34.0,4.0,2,9,9,2160.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,2,2,3,3,5,3,256.0,1,57.0,2,6.0,5.0,44.0,24.0,3,2,7,3098.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,1,4,3,5,3,193.0,4,7.0,1,3.0,10.0,43.0,7.0,2,8,7,2764.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,2,4,1,3,1,145.0,1,5469.0,3,4.0,16.0,5.0,5.0,1,15,13,2335.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,2,4,4,3,5,3,282.0,1,6.0,3,3.0,12.0,23.0,7.0,2,5,6,1462.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,1,1,2,5,3,133.0,1,21.0,4,3.0,5.0,31.0,11.0,2,4,14,2356.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,1,1,2,5,3,232.0,3,1127.0,3,1.0,19.0,45.0,16.0,1,8,11,1731.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,1,3,5,1,129.0,2,7.0,3,2.0,22.0,25.0,18.0,1,7,0,1162.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,3,1,1,2,2,140.0,1,6028.0,1,3.0,11.0,12.0,19.0,1,10,0,1884.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,1,4,1,4,3,155.0,3,1669.0,4,3.0,1.0,18.0,15.0,2,7,7,1505.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,2,4,2,5,2,171.0,2,1972.0,4,6.0,11.0,0.0,4.0,3,13,8,1252.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,2,2,2,5,3,274.0,2,684.0,3,6.0,9.0,22.0,10.0,1,9,3,1360.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1,4,1,3,5,3,264.0,4,13.0,2,4.0,15.0,42.0,20.0,2,9,15,3824.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,1,1,1,4,2,98.0,4,8061.0,4,7.0,14.0,18.0,4.0,2,5,15,4580.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,4,1,1,4,2,252.0,2,2544.0,1,7.0,24.0,50.0,24.0,2,5,12,2833.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,4,2,3,5,3,256.0,3,46.0,1,1.0,17.0,35.0,14.0,3,4,5,1131.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,4,2,2,5,2,209.0,4,62.0,4,1.0,24.0,18.0,9.0,1,0,14,2382.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,2,4,1,2,2,269.0,1,4447.0,1,4.0,12.0,43.0,7.0,2,16,10,2649.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,3,4,1,1,2,113.0,3,4303.0,4,7.0,17.0,23.0,17.0,3,15,12,2706.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,1,2,1,4,3,270.0,4,3176.0,3,5.0,24.0,16.0,0.0,2,5,15,3045.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,3,4,1,1,1,72.0,3,7255.0,4,2.0,0.0,50.0,1.0,2,14,7,3134.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3,2,4,3,5,3,101.0,4,62.0,1,7.0,2.0,19.0,11.0,1,14,8,3619.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,2,4,1,6,3,196.0,4,6254.0,4,6.0,21.0,45.0,20.0,3,6,10,5013.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,3,4,1,3,5,1,277.0,4,93.0,3,3.0,17.0,17.0,24.0,3,7,0,2443.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,2,4,4,2,5,1,97.0,3,357.0,1,7.0,4.0,39.0,23.0,2,7,11,2409.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,1,3,2,5,1,108.0,4,1753.0,3,5.0,13.0,16.0,2.0,3,14,15,2670.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,1,4,3,5,1,106.0,4,45.0,2,1.0,19.0,44.0,16.0,1,5,6,2321.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,4,1,2,5,1,103.0,3,292.0,4,5.0,14.0,25.0,11.0,2,14,5,1574.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,2,1,2,5,3,220.0,4,1739.0,3,6.0,20.0,0.0,20.0,3,12,6,2471.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,2,2,3,5,1,287.0,1,2.0,4,6.0,14.0,27.0,23.0,1,14,13,2541.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,1,4,3,5,3,123.0,4,38.0,3,3.0,0.0,21.0,19.0,3,8,2,2298.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,2,2,2,2,5,1,259.0,3,970.0,2,1.0,18.0,31.0,15.0,1,13,2,1445.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,4,3,1,4,3,172.0,2,8616.0,1,7.0,12.0,2.0,16.0,2,5,0,4240.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,4,1,2,5,1,227.0,4,635.0,4,3.0,4.0,42.0,11.0,3,11,16,2650.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,4,1,1,2,3,161.0,2,2914.0,3,1.0,3.0,13.0,23.0,1,4,5,1033.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,3,2,3,5,1,146.0,3,92.0,4,3.0,21.0,26.0,15.0,1,6,15,990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,4,2,3,5,2,151.0,2,67.0,2,6.0,13.0,6.0,7.0,3,11,4,937.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,1,2,1,1,3,244.0,1,6972.0,3,5.0,3.0,23.0,23.0,1,13,12,3483.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,2,4,2,5,3,255.0,4,1057.0,4,7.0,8.0,27.0,18.0,1,12,8,2929.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,1,4,1,4,2,125.0,3,3295.0,2,1.0,11.0,34.0,11.0,1,9,12,2377.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,3,1,3,5,3,52.0,1,97.0,4,1.0,7.0,9.0,10.0,1,12,6,1252.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,4,4,1,2,1,252.0,3,9705.0,1,6.0,9.0,8.0,23.0,1,0,2,1874.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,2,3,1,1,3,69.0,3,3105.0,4,6.0,8.0,38.0,2.0,2,4,15,1579.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1,3,3,3,5,3,139.0,2,6.0,1,1.0,23.0,2.0,11.0,2,7,7,974.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,3,2,3,5,2,242.0,4,34.0,4,2.0,15.0,42.0,8.0,3,11,11,2607.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,4,3,2,5,2,224.0,1,1328.0,2,2.0,24.0,28.0,22.0,1,11,12,2054.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,2,1,2,5,2,242.0,2,779.0,4,7.0,7.0,16.0,12.0,2,10,4,1662.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,3,1,3,2,5,1,193.0,3,913.0,1,4.0,5.0,29.0,1.0,3,14,10,1463.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,3,4,1,2,1,79.0,3,5464.0,4,1.0,19.0,45.0,14.0,1,5,2,1143.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,1,4,1,1,1,222.0,2,3912.0,3,6.0,7.0,41.0,20.0,2,0,2,2790.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,3,3,3,5,3,271.0,3,89.0,1,7.0,5.0,46.0,20.0,2,11,4,2629.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,1,4,1,3,1,193.0,1,4359.0,3,5.0,15.0,9.0,5.0,1,7,4,2338.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,1,1,1,1,1,156.0,3,7873.0,2,7.0,21.0,44.0,6.0,1,15,6,3984.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,3,3,2,5,1,168.0,3,374.0,4,2.0,20.0,34.0,3.0,2,4,12,1253.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,4,2,3,2,5,3,175.0,3,1218.0,3,1.0,10.0,17.0,19.0,1,2,13,1480.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1,1,3,2,5,1,101.0,2,638.0,3,7.0,8.0,36.0,1.0,3,0,10,1847.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,4,3,1,3,3,296.0,3,8641.0,3,4.0,19.0,3.0,20.0,2,9,8,2778.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,3,1,3,5,1,66.0,2,46.0,4,5.0,14.0,50.0,14.0,1,16,2,1828.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,2,4,1,3,1,210.0,3,2871.0,2,1.0,15.0,35.0,0.0,3,14,0,1684.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,1,1,2,5,3,189.0,4,978.0,1,1.0,15.0,46.0,24.0,3,8,6,3503.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,4,3,2,5,2,225.0,4,1585.0,3,1.0,12.0,36.0,1.0,1,3,4,2540.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,3,4,3,5,3,139.0,2,92.0,1,2.0,11.0,21.0,1.0,2,6,12,838.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,2,1,1,4,2,217.0,4,4197.0,3,4.0,17.0,28.0,8.0,1,6,16,3559.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,3,2,2,5,2,275.0,1,199.0,3,4.0,15.0,2.0,16.0,1,6,2,1237.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,3,1,2,5,1,81.0,1,732.0,3,4.0,1.0,6.0,1.0,2,11,4,1406.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,1,3,2,5,1,270.0,1,584.0,3,6.0,5.0,4.0,15.0,2,16,14,1812.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,1,3,2,5,3,219.0,4,476.0,2,4.0,17.0,26.0,10.0,2,8,0,2784.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,4,2,2,5,1,207.0,4,1507.0,1,4.0,24.0,2.0,15.0,2,3,0,2554.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,4,4,1,2,1,131.0,3,6915.0,4,5.0,0.0,28.0,5.0,2,7,4,1203.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,2,1,2,5,3,56.0,3,133.0,2,4.0,11.0,8.0,5.0,1,8,3,1167.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,3,1,3,5,1,184.0,3,9.0,3,1.0,13.0,30.0,3.0,3,11,13,1279.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,3,1,2,3,5,2,250.0,2,34.0,4,6.0,5.0,6.0,22.0,1,6,6,842.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,3,1,1,2,2,85.0,4,9359.0,2,2.0,19.0,32.0,10.0,3,12,2,2654.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,2,3,3,3,5,1,126.0,2,62.0,1,1.0,13.0,27.0,4.0,2,8,11,830.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,3,3,2,5,3,297.0,3,1681.0,2,3.0,2.0,24.0,19.0,1,3,14,1624.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,4,1,3,5,1,210.0,2,93.0,3,3.0,16.0,50.0,7.0,3,12,0,1439.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,2,1,3,5,2,245.0,4,56.0,4,1.0,11.0,43.0,13.0,1,3,10,2904.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,2,1,1,4,2,293.0,4,3509.0,3,7.0,9.0,33.0,14.0,2,10,13,4103.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,3,4,3,5,1,173.0,3,37.0,4,2.0,15.0,34.0,10.0,1,5,6,1060.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,3,1,1,4,2,123.0,4,6731.0,4,2.0,7.0,19.0,12.0,3,14,4,4203.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,4,1,1,2,5,1,75.0,3,1388.0,4,1.0,19.0,5.0,6.0,2,8,12,856.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,2,2,1,2,3,256.0,1,159.0,1,7.0,4.0,33.0,16.0,1,13,4,2433.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,1,1,1,6,3,73.0,2,7976.0,1,5.0,5.0,15.0,0.0,1,12,13,4483.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,3,2,2,5,2,273.0,2,1032.0,4,7.0,7.0,13.0,18.0,3,15,4,1661.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,1,1,2,5,2,129.0,3,1351.0,3,6.0,5.0,13.0,7.0,1,12,0,1484.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,2,3,2,5,2,65.0,4,436.0,4,2.0,9.0,46.0,23.0,3,0,9,2955.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,2,4,1,4,3,231.0,3,4595.0,3,4.0,16.0,41.0,10.0,3,10,12,2590.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,2,4,2,5,2,271.0,2,770.0,4,4.0,0.0,37.0,1.0,2,12,16,1166.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,2,3,2,5,3,137.0,3,1632.0,2,2.0,13.0,23.0,20.0,1,10,10,1742.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,2,3,2,5,1,54.0,3,69.0,1,5.0,0.0,15.0,17.0,2,3,13,1628.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,3,2,2,5,2,219.0,2,1876.0,2,4.0,14.0,37.0,14.0,1,3,8,2090.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,1,1,2,5,3,68.0,2,158.0,3,3.0,5.0,38.0,7.0,2,12,9,1327.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,1,1,2,5,1,289.0,1,838.0,1,6.0,18.0,5.0,6.0,3,3,14,2673.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,3,2,1,1,3,76.0,3,2723.0,2,7.0,6.0,28.0,17.0,1,9,13,2664.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,4,2,2,5,1,67.0,1,593.0,3,2.0,11.0,26.0,17.0,2,14,10,1239.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,1,4,1,6,3,296.0,2,4910.0,1,5.0,5.0,40.0,22.0,2,6,14,2991.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,4,3,3,5,1,244.0,3,61.0,3,7.0,0.0,19.0,9.0,2,9,13,1688.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,1,3,5,2,105.0,3,54.0,4,2.0,7.0,49.0,6.0,3,11,3,1563.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,2,1,3,1,1,2,275.0,3,4425.0,3,2.0,11.0,13.0,23.0,2,16,7,3127.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,3,1,3,5,1,83.0,4,85.0,2,6.0,0.0,41.0,22.0,3,16,4,4095.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,3,1,1,3,3,162.0,3,7434.0,3,6.0,14.0,14.0,5.0,3,5,9,2486.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,2,2,1,6,1,209.0,1,7258.0,2,1.0,9.0,27.0,18.0,1,11,11,5082.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3,4,4,3,5,1,76.0,2,7.0,1,5.0,2.0,39.0,22.0,3,14,6,2160.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,4,1,1,3,5,3,72.0,1,74.0,4,3.0,2.0,19.0,5.0,1,15,12,2091.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,4,2,3,5,3,282.0,2,37.0,1,5.0,14.0,30.0,22.0,1,7,6,1696.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,4,4,1,3,1,170.0,2,6890.0,4,2.0,15.0,39.0,11.0,3,4,10,2134.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3,2,1,2,5,3,234.0,3,506.0,4,4.0,12.0,43.0,0.0,3,10,15,2047.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,3,3,3,5,2,282.0,2,99.0,2,6.0,10.0,28.0,14.0,2,16,6,2190.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,1,3,1,2,1,215.0,2,1695.0,4,6.0,22.0,31.0,24.0,3,11,13,1177.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,4,2,1,2,1,175.0,1,5671.0,4,4.0,16.0,45.0,14.0,3,9,15,1814.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,1,2,1,2,2,190.0,2,8553.0,3,6.0,6.0,44.0,19.0,3,6,5,1284.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,3,1,2,5,2,73.0,3,1418.0,2,7.0,15.0,6.0,12.0,3,11,8,1839.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,2,4,2,2,5,1,214.0,3,382.0,2,3.0,10.0,24.0,18.0,2,8,9,1026.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,4,3,1,4,2,127.0,2,5005.0,2,6.0,20.0,37.0,6.0,3,8,2,2600.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,4,2,3,5,2,62.0,4,77.0,1,4.0,3.0,33.0,10.0,1,4,13,2189.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,1,2,2,5,3,199.0,3,194.0,2,2.0,17.0,45.0,5.0,2,0,16,1500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,3,4,2,5,1,256.0,1,1446.0,4,6.0,16.0,25.0,5.0,2,12,11,1685.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
